,G1,G2,score
593,ENSG00000055957,ENSG00000101981,1
594,ENSG00000055957,ENSG00000105398,1
595,ENSG00000055957,ENSG00000105697,1
596,ENSG00000055957,ENSG00000110244,1
597,ENSG00000055957,ENSG00000110245,1
598,ENSG00000055957,ENSG00000112337,1
599,ENSG00000055957,ENSG00000113600,1
600,ENSG00000055957,ENSG00000113889,1
601,ENSG00000055957,ENSG00000113905,1
602,ENSG00000055957,ENSG00000115602,1
603,ENSG00000055957,ENSG00000117601,1
604,ENSG00000055957,ENSG00000118137,1
605,ENSG00000055957,ENSG00000118520,1
606,ENSG00000055957,ENSG00000118972,1
607,ENSG00000055957,ENSG00000120054,1
608,ENSG00000055957,ENSG00000122194,1
609,ENSG00000055957,ENSG00000123561,1
610,ENSG00000055957,ENSG00000125144,1
611,ENSG00000055957,ENSG00000131482,1
612,ENSG00000055957,ENSG00000132693,1
613,ENSG00000055957,ENSG00000132703,1
614,ENSG00000055957,ENSG00000136881,1
615,ENSG00000055957,ENSG00000138308,1
616,ENSG00000055957,ENSG00000140093,1
617,ENSG00000055957,ENSG00000140107,1
618,ENSG00000055957,ENSG00000141505,1
619,ENSG00000055957,ENSG00000142484,1
620,ENSG00000055957,ENSG00000145192,1
621,ENSG00000055957,ENSG00000145321,1
622,ENSG00000055957,ENSG00000146678,1
623,ENSG00000055957,ENSG00000148584,1
624,ENSG00000055957,ENSG00000157131,1
625,ENSG00000055957,ENSG00000158874,1
626,ENSG00000055957,ENSG00000161944,1
627,ENSG00000055957,ENSG00000162267,1
628,ENSG00000055957,ENSG00000163217,1
629,ENSG00000055957,ENSG00000163581,1
630,ENSG00000055957,ENSG00000163586,1
631,ENSG00000055957,ENSG00000164406,1
632,ENSG00000055957,ENSG00000165471,1
633,ENSG00000055957,ENSG00000165828,1
